NSC	NSC	OLD	OLD
PB.7071.2	2310.87	1785.55	1148.08	1120.52
PB.7071.3	23.66	37.75	30.06	31.27
PB.7072.1	655.11	221.18	395.25	336.53
PB.7072.2	1828.89	979.82	1396.75	1362.47
PB.7073.1	2024.02	807.89	1625.06	1411.68
PB.7073.2	329.21	256.61	258.98	243.58
PB.7073.3	1684.78	1400.5	2908.96	2365.75
PB.7074.1	4467	3251	11246	9657
PB.7075.1	45.23	29.42	392.84	337.58
PB.7075.2	7.77	7.58	50.16	61.42
PB.7076.1	8	9	884	802
PB.7077.1	116	112	1921	1399
PB.7078.1	249	101	131	88
PB.7079.1	72	183	199	281
PB.708.1	683	571	818	830
PB.7080.1	82	47	5100	4526
PB.7081.1	989	740	521	429
PB.7082.1	2535	1807	2407	2215
PB.7083.1	1211	778	697	694
PB.7084.1	1202.07	534.07	2141	1787
PB.7085.1	290.36	153.01	222.75	117.24
PB.7086.1	340	397	158	165
PB.7086.2	301.64	562.99	76.25	185.76
PB.7087.1	250	260	116	65
PB.7088.1	1051.1	795.48	195.72	205.07
PB.7088.2	147.78	245.19	36.28	20.84
PB.7089.1	407	513	162	129
PB.709.1	159	42	503	398
PB.7090.1	234	403	100	66
PB.7091.1	1486.89	1669.2	431.81	575.16
PB.7092.1	951.11	1028.8	258.19	295.84
PB.7093.1	202	263	62	57
PB.7094.1	15575	14809	8007	7791
PB.7095.1	46.33	56.37	38.51	27.13
PB.7095.2	5054.9	4850.78	2943.18	3012.05
PB.7095.3	4.73	8.34	5.42	5.29
PB.7096.1	3178.05	2682.51	832.89	708.52
PB.7097.1	1159	1492	922	939
PB.7098.1	7495	5968	6513	6073
PB.7099.1	6718	2434	3563	3356
PB.71.1	541	160	1096	924
PB.710.1	1572	1295	525	534
PB.7100.1	1563.77	1053.74	538.65	475.02
PB.7100.2	2674.23	1407.26	613.35	623.98
PB.7101.1	708	455	231	196
PB.7102.1	128.43	61.58	89.75	72.45
PB.7102.2	520.57	504.42	290.25	287.55
PB.7103.1	732	412	3439	2756
PB.7104.1	1329.8	1143.76	259.81	256.56
PB.7104.2	1572.2	941.24	505.19	400.44
PB.7105.1	547	306	142	121
PB.7106.1	994	769	452	430
PB.7107.1	725	597.29	461.1	397.22
PB.7107.2	2673.88	2276.14	2227.72	1790.72
PB.7107.3	1.3	0.89	0.84	0.72
PB.7107.4	131.81	87.69	49.15	161.17
PB.7108.1	5351.6	3804.87	2743.13	2597.91
PB.7108.2	55.94	44.61	10.74	15.51
PB.7108.3	204.45	58.53	142.13	226.58
PB.7109.1	2170.04	1635.09	838.12	828.87
PB.711.1	804.82	584.23	702.04	635.48
PB.711.2	651.05	386.66	483.58	359.99
PB.711.3	615.12	514.12	235.38	320.53
PB.7110.1	928.96	342.62	431.56	378.36
PB.7110.2	332.49	293.43	179.87	59.23
PB.7110.3	605.52	437.85	333.45	363.51
PB.7111.1	12742.96	16670.47	7600.61	7192.1
PB.7112.1	3209.76	2209.53	1148.7	1098.04
PB.7112.2	9716.75	4016.92	2374.88	2565.26
PB.7112.3	350.7	74.09	119.82	107.57
PB.7112.4	199.33	54.84	70.07	107.08
PB.7112.5	995.5	1080.16	393.93	284.94
PB.7113.1	806	656	493	481
PB.7114.1	744	360	390	371
PB.7115.1	7633	4672	4841	4571
PB.7116.1	22001.03	9440.69	13858.07	14538.41
PB.7116.2	132.73	276.05	29.11	36.22
PB.7116.3	34.16	29.75	70.3	51.39
PB.7116.4	621.09	627.51	63.52	167.98
PB.7117.1	836	404	345	324
PB.7118.1	7240.37	5163.57	391.26	697.3
PB.7118.2	393.59	920.31	35.85	344.17
PB.7118.3	15439.17	11821.96	2864.82	1837.67
PB.7118.4	128.87	61.16	75.06	56.86
PB.7119.1	144.11	145	87.83	50.12
PB.7119.2	256.89	229	197.17	232.88
PB.712.1	1144.45	989.94	1076.85	1039.74
PB.712.2	19318.55	13602.07	15728.15	16336.26
PB.7120.1	15279	7782	8230	7881
PB.7121.1	219	120	920	884
PB.7122.1	565.21	274	465.21	412
PB.7123.1	2169	1322	1329	1192
PB.7124.1	4465.27	2737.32	3836.06	3336.42
PB.7124.2	42.85	63.08	133.48	38.42
PB.7124.3	9.33	14.75	10.33	6.54
PB.7124.4	87.55	36.85	55.14	37.62
PB.7125.1	356.88	279.74	199.3	160.99
PB.7126.1	779.12	467.26	514.7	333.01
PB.7127.1	8117	4042	2557	2587
PB.7128.1	206.89	241.25	517.14	330.82
PB.7128.2	51.1	53.23	38.54	46.63
PB.7128.3	3699.01	2390.52	7587.32	7617.55
PB.7129.1	23.68	15.63	16.69	20.28
PB.7129.2	5738.97	3710.86	3520	3009.52
PB.7129.3	4283.8	3307.35	670.95	603.29
PB.7129.4	14516.13	10897.24	3294.42	2643.58
PB.7129.5	5874.71	4456.9	7612.4	7172.6
PB.7129.6	70.19	228.3	33.9	22.75
PB.7129.7	1489.65	2983.55	1257.96	952.1
PB.7129.8	25.46	26.79	24.86	18.73
PB.7129.9	21357.41	12624.39	2787.82	3783.15
PB.713.1	6330.92	1534.04	1880.68	2036.88
PB.713.2	1586.87	352.92	370.57	324.99
PB.713.3	42.65	76.58	39.42	47.43
PB.713.4	608.28	194.87	101.86	127.02
PB.713.5	2130.68	765.39	218.24	290.13
PB.713.6	2368.9	860.72	307.72	293.3
PB.713.7	175.83	148.22	217.54	305.58
PB.713.8	815.87	176.27	173.97	63.69
PB.7130.1	3978.66	2407.92	1072.51	1119.37
PB.7130.2	172.34	153.08	48.49	62.63
PB.7131.1	1735.66	1220.04	2109.57	1879.37
PB.7131.2	44.94	49.66	219.9	129.91
PB.7132.1	7907.76	4445.1	3246.37	3448.94
PB.7132.2	2153.63	1642.2	964.16	932.79
PB.7133.1	570.52	369.35	229.62	217.5
PB.7134.1	595.84	497.3	1212.93	1190.8
PB.7134.2	963.63	743.35	2232.45	2156.7
PB.7135.1	433	449	346	276
PB.7136.1	1821	965	711	554
PB.7137.1	1505.76	1060.32	763.21	637.84
PB.7137.2	53.63	74.75	112.59	33.67
PB.7137.3	1142.61	584.93	254.2	361.49
PB.7138.1	15592.28	5415.77	3842.04	3164.88
PB.7138.2	2557.84	1059.87	263.44	612.8
PB.7138.3	1141.64	500.11	243.58	266.78
PB.7138.4	18.23	44.76	26.77	21.72
PB.7138.5	2484.1	1132.99	303.28	542.45
PB.7138.6	223.9	132.5	54.89	71.37
PB.7139.1	137	81	172	136
PB.714.1	1535.11	1133.71	761.68	677
PB.7140.1	372	158	1316	1145
PB.7141.1	1196	574	2994	2991
PB.7142.1	179	108	438	381
PB.7143.1	892	509	841	713
PB.7144.1	977.69	274.89	636.5	506.12
PB.7144.2	2918.28	1452.71	2417.26	2375.74
PB.7144.3	2565.7	1072.31	950.29	1413.11
PB.7144.4	755.33	342.09	376.95	294.04
PB.7145.1	12	5	2500	2361
PB.7146.1	4	3	439	444
PB.7147.1	1412.99	792	1075	970
PB.7148.1	701.01	660	885	757
PB.7149.1	2553.53	1752.67	310.39	230.99
PB.7149.2	705.47	487.33	138.61	89.01
PB.715.1	474.89	344.11	232.7	175.79
PB.7150.1	750	408	1043	899
PB.7151.1	1447	1119	1537	1349
PB.7152.1	1972.35	2788.24	637.05	586.18
PB.7152.2	228.19	336.77	65.99	21.12
PB.7152.3	21.46	28.99	15.96	9.7
PB.7153.1	0	1	15	13
PB.7154.1	1475	1212	1182	1113
PB.7155.1	500.78	409.18	296.61	205.5
PB.7155.2	6357.89	4402.94	2845.97	3094.77
PB.7155.3	33652.54	24644.49	24098.05	19774.59
PB.7155.4	775.11	104.96	106.95	183.49
PB.7155.5	251.68	309.44	316.43	137.66
PB.7156.1	462	134	143	131
PB.7157.1	521.03	146.11	881.35	764.54
PB.7157.2	199.23	346	196.05	124.42
PB.7157.3	630.88	510.2	313.99	285.14
PB.7157.4	4303.86	2388.69	3609.61	3812.89
PB.7158.1	959	539	603	588
PB.7159.1	4996	3469	1151	1013
PB.716.1	365.53	232.38	185.6	168.04
PB.7160.1	4526.58	3714.32	5583.84	4583.79
PB.7160.2	20.42	3.68	5.16	13.21
PB.7161.1	126	240	117	135
PB.7162.1	11459.68	3463.67	8662.75	8241.16
PB.7162.2	1609.32	365.33	799.25	809.84
PB.7163.1	1313	1106	2120	1750
PB.7164.1	2001.63	1497.61	526.43	499.62
PB.7164.2	11885.35	8824.59	14870	11900.31
PB.7164.3	62.91	122.13	93.45	246.12
PB.7164.4	3945.14	2865.7	7269.39	4664.19
PB.7164.5	64.55	146.67	94.18	302.3
PB.7164.6	6.42	6.29	12.54	4.45
PB.7165.1	1098.81	873.75	936.64	975.63
PB.7165.2	1629.4	835.84	635.43	560.39
PB.7165.3	223.79	116.41	114.93	116.98
PB.7166.1	1186	646	546	487
PB.7167.1	5724	5501	486	557
PB.7168.1	28	22	16	12
PB.7169.1	6411	3764	2314	2254
PB.717.1	486.66	302.89	273.62	256.21
PB.7170.1	6100.73	4324.86	6787.39	6691.98
PB.7171.1	8779.84	4064.63	6203.84	6225.29
PB.7171.2	11.3	13.19	26.86	17.08
PB.7171.3	462.23	214.31	569.87	355.17
PB.7171.4	498.63	322.87	546.43	526.45
PB.7172.1	3248.57	1789.6	2644.7	2212.71
PB.7173.1	920.37	493.09	185.58	221.47
PB.7173.2	123.46	45.13	20.54	72.89
PB.7173.3	1863	2309.18	1102.56	875.52
PB.7173.4	814.87	471.14	173.24	259.43
PB.7174.1	2210	1286	1275	1193
PB.7175.1	2777	2255	2977	2878
PB.7176.1	1316	1038	811	754
PB.7177.1	711	489	112	111
PB.7178.1	1970.01	1377.27	1546.5	1307.87
PB.7178.2	216.28	167.62	449.4	231.59
PB.7178.3	24993.39	15138.19	15849.78	14445.86
PB.7178.4	3557.09	1728.04	975.69	1212.75
PB.7178.5	123.23	53.88	89.63	57.94
PB.7179.1	1085	1167	746	712
PB.718.1	1588	1501.98	1420.97	1205.98
PB.7180.1	174.43	311.31	317.84	321.14
PB.7180.2	22.48	23.86	21.88	22.18
PB.7180.3	1787.85	678.66	916.7	895.96
PB.7180.4	21875.24	14511.17	22988.57	20027.72
PB.7181.1	2808.28	2431.63	738.17	703.71
PB.7181.2	1685.72	1853.37	461.83	491.29
PB.7182.1	2129	1085	1755	1698
PB.7183.1	1051	676	1348	1401
PB.7184.1	182	71	70	34
PB.7185.1	1535.2	697.83	1652.25	1768.52
PB.7185.2	2191.12	1054.69	2751.07	2575.87
PB.7186.1	37.61	113.73	36.95	33.47
PB.7187.1	7186.08	4189.83	5001.49	4442.98
PB.7187.2	9220.99	4497.92	2924.23	3324.16
PB.7188.1	2133	1416	3571	3426
PB.7189.1	160	138	116	127
PB.719.1	77.8	87.94	73.84	64.9
PB.719.2	11076.14	10046.3	1579.27	1443.89
PB.719.3	286.01	93.08	36.41	78.05
PB.719.4	29.09	16.77	12.23	7.1
PB.719.5	465.95	212.91	76.25	108.05
PB.7190.1	344414.3	252953.4	228112.18	227901.56
PB.7190.2	69126.37	49563.25	47238.65	49908.57
PB.7190.3	197.02	633.31	7041.7	3063.7
PB.7190.4	760.6	494.19	52.88	257.65
PB.7190.5	120.85	101.76	183.55	54.95
PB.7190.6	79.66	44.26	145.96	100.05
PB.7190.7	21286.51	25194.47	31289.55	30313.17
PB.7191.1	269.63	145.66	139.13	95.05
PB.7191.2	693.37	541.34	630.87	569.95
PB.7192.1	52	20	117	68
PB.7193.1	175	55	1349	1536
PB.7194.1	2834.96	2105.43	3036.74	2949.53
PB.7194.2	187.82	198.76	169.61	271.08
PB.7194.3	6706.7	4328.21	4872.07	4242.84
PB.7194.4	11553.52	7351.61	8613.58	7900.56
PB.7195.1	4932	2382	8650	7897
PB.7196.1	74	46	104	72
PB.7197.1	294	156	306	238
PB.7198.1	4288.4	1575.92	3427.63	3743.7
PB.7198.2	2309.6	1556.08	2623.37	2525.3
PB.7199.1	308.01	436.46	53.85	129.8
PB.7199.2	1593.99	572.54	293.15	181.2
PB.72.1	422	291	126	111
PB.720.1	2197	1408	2058	1743
PB.7200.1	1474	1357	523	508
PB.7201.1	1717	1042	748	607
PB.7202.1	2987	1723	2069	1916
PB.7203.1	2270.66	997.55	1237.33	685.33
PB.7203.2	549.34	515.45	137.67	502.67
PB.7204.1	7259.42	4732.06	8541.15	8226.07
PB.7204.2	43.44	32.37	44.38	36.55
PB.7204.3	3706.13	3314.56	3981.48	4101.38
PB.7205.1	2391.61	1129.36	1770.09	1456.49
PB.7205.2	117.39	122.64	139.91	49.51
PB.7206.1	3760	1255	2176	2125
PB.7207.1	814	277	327	218
PB.7208.1	3471.67	2277.32	1754.45	1796.72
PB.7208.2	3394.89	2318.36	1862.15	1470.42
PB.7208.3	912.45	576.32	703.4	553.86
PB.7209.1	2190.69	1289.21	2297.12	1679.83
PB.7209.2	1598.31	1216.79	1482.88	1970.17
PB.721.1	3946	2406	2049	1847
PB.7210.1	173.63	79.21	573.03	468.73
PB.7210.2	432.37	69.79	1650.97	1681.27
PB.7211.1	711	587	488	390
PB.7212.1	441	206	825	623
PB.7213.1	1836.22	1216.22	1616.92	1449.94
PB.7213.2	136.78	75.78	128.08	121.06
PB.7214.1	4696	3114	30	44
PB.7215.1	235	168	112	120
PB.7216.1	1812.65	1151.7	1118.77	1167.51
PB.7217.1	1506.72	989.4	931.3	895.68
PB.7218.1	995.88	629.57	710	608.42
PB.7219.1	276.68	260.06	286.29	253.61
PB.7219.2	1263.15	687.04	687.22	609.91
PB.7219.3	29.92	6.23	15.42	14.87
PB.722.1	2554.16	1755.85	1813.14	1731.17
PB.722.2	403.54	577.77	291.96	123.02
PB.722.3	860.29	1140.38	465.9	728.81
PB.7220.1	3631.63	2777.33	1778.65	1933.05
PB.7220.2	215.37	174.67	60.35	32.95
PB.7221.1	695.63	566.07	1773.28	1766.68
PB.7221.2	621.37	451.93	904.72	880.32
PB.7222.1	1271.13	366.53	846.35	982.88
PB.7222.2	6076.03	4194.67	4253.16	3238.39
PB.7222.3	1478.84	1416.79	1794.49	1565.72
PB.7223.1	657	421	793	806
PB.7223.2	162	64	120	103
PB.7224.1	396	222.82	364	316.89
PB.7225.1	236.97	593.65	302.67	502.44
PB.7226.1	1214.03	345.35	860.33	713.56
PB.7227.1	2609.37	1352.9	3538.81	2960.92
PB.7227.2	3646.63	3204.1	1345.19	1325.08
PB.7228.1	1619	868	507	473
PB.7229.1	1641.94	1658.15	670.38	568.8
PB.7229.2	1123.06	1184.85	675.62	610.2
PB.723.1	6339	4076	3375	3986
PB.7230.1	23192	17881.03	12764.52	16426.61
PB.7231.1	5332	7481.97	6926.48	5443.39
PB.7232.1	370.86	154.59	100.1	68.95
PB.7232.10	103.9	106.58	3223.62	2773.85
PB.7232.11	9416.18	4865.87	1603.37	1545.28
PB.7232.12	228.58	42.18	63.24	53.38
PB.7232.13	599.95	477.54	1438.83	1061.47
PB.7232.14	2801.15	1708.12	565.86	122.23
PB.7232.15	55.81	69.6	377.98	226.92
PB.7232.16	568.22	526.62	3871.99	3389.98
PB.7232.17	4894.32	2953.14	3226.49	4070.64
PB.7232.18	2034.19	1445.84	1344.64	1428.55
PB.7232.2	82.25	96.71	103.71	86.63
PB.7232.3	10273.94	5363	869.45	912.36
PB.7232.4	656.21	220.57	3485.42	2536.09
PB.7232.5	273.08	592.77	1053.95	842.09
PB.7232.6	47.9	73.72	440.79	861.81
PB.7232.7	28.34	35.36	55.76	79.48
PB.7232.8	1532.55	223.93	1574.73	763.73
PB.7232.9	266.57	99.87	951.06	1891.57
PB.7233.1	35968.09	16965.24	18854.45	18496.78
PB.7233.2	337.91	212.75	251.55	156.22
PB.7234.1	183	101	413	334
PB.7235.1	711.5	342.79	400.48	352.64
PB.7235.2	291.5	125.21	192.52	141.36
PB.7236.1	321.15	124.75	309.89	281.87
PB.7236.2	10.53	12.63	310.61	314.07
PB.7236.3	19.32	9.62	16.5	16.06
PB.7237.1	1053	644	729	718
PB.7238.1	614.14	651.14	3889.14	3919.39
PB.7238.2	47.86	15.86	96.86	115.61
PB.7239.1	691.83	378.77	242.27	242.24
PB.7239.2	850.18	440.23	269.73	322.76
PB.724.1	2264	966	3711	3387
PB.7240.1	8001.01	7623.39	5204.07	4518
PB.7240.2	353.98	154.61	210.93	239
PB.7241.1	1397	1261	16758	18941
PB.7242.1	123.41	43.93	906.77	844.22
PB.7242.2	473.59	137.07	2383.23	2076.78
PB.7243.1	4729	3015	1345	1187
PB.7244.1	508	413	262	246
PB.7245.1	2049.82	1433.61	1102.76	949.29
PB.7245.2	156.12	41.3	52.56	30.14
PB.7245.3	112.07	33.09	43.68	33.57
PB.7246.1	309	353	116	83
PB.7247.1	1529.05	1074.34	568.86	596.46
PB.7247.2	52.62	50.97	37.68	59.69
PB.7247.3	358.02	111.73	113.89	135.2
PB.7247.4	170.39	195.1	172.45	82.52
PB.7247.5	557.73	543.07	210.25	247.01
PB.7247.6	130.2	123.45	278.03	296.28
PB.7248.1	27.04	30.37	18.84	39.84
PB.7249.1	4184.92	1294.29	2312.59	2577.86
PB.7249.2	17620.68	9611.36	5853.14	5085.96
PB.7249.3	89.75	92.23	103.09	235.09
PB.7249.4	13895.66	7384.12	5238.18	5585.1
PB.725.1	5349	5917	3835	3377
PB.7250.1	5417.62	3598.6	4003.64	3793.46
PB.7250.2	0.38	0.4	0.36	0.54
PB.7251.1	57807.4	30819.63	32070.86	30784.31
PB.7251.2	943.6	599.37	457.14	383.69
PB.7252.1	2047.8	1354.62	2038.67	1976.24
PB.7252.10	389.67	47.65	330.89	155.23
PB.7252.11	14930.94	8393.3	34409.33	22437.62
PB.7252.12	4151	1640.67	6901.52	6810.11
PB.7252.13	10.85	10.73	19.22	12.99
PB.7252.14	467.07	242.67	240.11	162.18
PB.7252.2	135.11	206.89	459.57	967.66
PB.7252.3	387.51	310.81	1839.62	956.17
PB.7252.4	309.93	36.19	158.56	228.15
PB.7252.5	141.05	111.66	141.04	105.22
PB.7252.6	251.69	88.06	252.15	612.59
PB.7252.7	85331.51	38345.39	151788.51	165151.15
PB.7252.8	549.1	385.63	2056.63	2588.28
PB.7252.9	211.78	190.72	218.17	397.39
PB.7253.1	185	110	475	526
PB.7254.1	6861.6	3765.63	3743.23	4073.74
PB.7254.2	336.36	175.43	222.96	177.9
PB.7254.3	9299.04	5209.93	7947.82	7408.36
PB.7255.1	2888	1967	1344	1253
PB.7256.1	20449.53	13289.62	10004.19	9831.69
PB.7256.2	336.47	147.38	131.81	138.31
PB.7257.1	592	505	709	734
PB.7258.1	3175.23	2910.33	2820.3	2399.92
PB.7259.1	15912.51	9331.94	15122.28	15626.34
PB.7259.2	707.49	529.06	744.72	607.66
PB.726.1	3060	1133	864	912
PB.7260.1	670.43	295.66	656.61	621.1
PB.7260.2	41.84	41.17	15.18	23.32
PB.7260.3	17.25	3.13	15.29	5.19
PB.7260.4	4.75	3.44	3.5	6.76
PB.7260.5	29.73	7.6	10.42	9.64
PB.7261.1	260.1	357.07	271.41	381.1
PB.7261.2	1358.9	792.93	723.59	531.9
PB.7262.1	114	57	1227	1149
PB.7263.1	10637.33	7297.34	14250.12	14116.35
PB.7263.2	253.58	60.36	306.12	82.23
PB.7263.3	24.09	48.3	57.77	65.42
PB.7264.1	1398	783	919	954
PB.7265.1	7407.2	3940.25	2601.51	2615.21
PB.7265.2	829.49	407.76	657.63	535.61
PB.7265.3	204.31	45.98	110.86	79.18
PB.7266.1	2817	1318	112	121
PB.7267.1	1947	1751	3833	3745
PB.7268.1	3085.39	1473.01	1842.89	1876.01
PB.7268.2	8.61	0.99	15.11	20.99
PB.7269.1	137	93	103	80
PB.727.1	1443.04	757.34	1170.98	833.03
PB.727.2	3068.96	2338.66	1863.02	1846.97
PB.7270.1	141.69	143.5	133.64	118.7
PB.7270.2	1787.6	1041.93	629.34	585.88
PB.7270.3	800.93	628.78	228.89	267.8
PB.7270.4	4.74	3.33	4.13	5.16
PB.7270.5	55.04	18.46	11	13.46
PB.7271.1	4106.52	2109.43	3500.55	2291.22
PB.7271.2	1099.48	643.57	193.45	819.78
PB.7272.1	1670	401	1236	938
PB.7273.1	2128	1129	1230	1157
PB.7274.1	607.16	416.36	692.31	648.35
PB.7274.2	99.15	65.69	263.77	226.38
PB.7274.3	1829.22	875.36	1471.65	1643.67
PB.7274.4	385.47	72.6	625.27	537.6
PB.7275.1	2788	2370	2096	1715
PB.7276.1	6642.15	3701.22	4417.34	4658.55
PB.7276.2	477.85	384.78	388.66	413.45
PB.7277.1	6532	4554	6453	6196
PB.7278.1	3170	2361	1120	1044
PB.7279.1	8755.88	4079.14	3567.36	3504.08
PB.7279.2	114.12	122.86	88.64	45.92
PB.728.1	14.79	20.2	34.31	33.32
PB.728.2	145.45	34.87	179.66	222.3
PB.728.3	2546.2	556.19	980.87	915.64
PB.728.4	20.21	21.42	193.85	76.67
PB.728.5	20.21	16.55	331.9	476.43
PB.728.6	5352.81	1283.44	4676.89	4042.72
PB.728.7	55.87	11.55	120.73	79.88
PB.728.8	342.47	63.77	249.79	151.05
PB.7280.1	1882.2	1401.11	2566.46	1745.72
PB.7280.2	3037.8	1962.89	1755.54	2241.28
PB.7281.1	2064	1088	2202	1856
PB.7282.1	803.53	288.32	1070.73	828.48
PB.7282.2	180.21	47.24	382.98	319.5
PB.7282.3	1510.26	1141.44	1568.28	1540.02
PB.7283.1	2553.14	1947.34	1981.32	1888.47
PB.7283.2	1.86	1.66	7.69	8.53
PB.7284.1	13136	9781	15067	14082
PB.7285.1	876	697	753	705
PB.7286.1	919	867	2315	2276
PB.7287.1	781.84	498.83	578.61	596.67
PB.7288.1	9772.08	5406.37	19954.66	20022.29
PB.7288.2	11.97	13.2	20.46	18.87
PB.7288.3	121.94	43.44	339.88	255.84
PB.7289.1	825.16	603.17	542.39	500.33
PB.729.1	1388.04	1245.58	13313	11686.58
PB.729.2	66.96	52.42	90	69.42
PB.7290.1	1668	713	1047	925
PB.7291.1	206032.36	85142.55	170869.07	145540.68
PB.7291.10	519.24	415.17	1972.85	1841.56
PB.7291.11	98863.45	38775.35	51843.1	72509.15
PB.7291.12	445.52	32.62	232.72	252.79
PB.7291.13	207.42	163.18	214.34	164.64
PB.7291.14	42.54	69.17	255.1	196.87
PB.7291.15	37684.24	18837.9	20241.05	44323.89
PB.7291.16	101.33	59.35	171.87	56.84
PB.7291.17	2699.98	357.48	7509.83	2689.28
PB.7291.18	169083.25	58382.89	67494.14	86012.79
PB.7291.19	7160.86	228.13	514.78	78.17
PB.7291.2	173.9	43.7	193.76	40.86
PB.7291.20	41.2	37.03	59.67	44.09
PB.7291.21	147618.64	46402.84	54794.55	69493.94
PB.7291.22	318.25	113.56	256.41	122.42
PB.7291.23	1839.96	785.76	1095.06	1023.88
PB.7291.24	32.12	91.82	37.77	25.07
PB.7291.25	31.92	17.89	21.76	19.97
PB.7291.26	516.68	86.13	435.89	301.85
PB.7291.27	596.3	104.43	468.52	568.83
PB.7291.28	8558.66	8101.8	20618.69	24507.79
PB.7291.29	807.75	332.38	658.43	744.74
PB.7291.3	70.87	62.83	148.32	67.52
PB.7291.30	22.02	46.18	23.09	49.89
PB.7291.31	4764.8	1202.56	6615.09	4771.38
PB.7291.32	294.85	43.99	374.53	442.42
PB.7291.33	251.62	17.09	512.55	431.95
PB.7291.34	22.89	23.61	30.84	13.9
PB.7291.35	2121.33	792.84	1279.85	1233.33
PB.7291.36	17.29	21.48	25.06	13.74
PB.7291.4	113.05	19.42	28.46	33.38
PB.7291.5	42.02	56.86	157.2	471.43
PB.7291.6	25.24	21.79	35	27.14
PB.7291.7	997.54	306.21	8361.51	1396.31
PB.7291.8	23.7	21.21	27.73	25.17
PB.7291.9	227.21	58.81	132.39	140.37
PB.7292.1	1268.19	850.93	473.37	408.14
PB.7292.2	1018.54	644.3	133.83	106.68
PB.7292.3	302.03	350.98	505.43	301.83
PB.7292.4	630.25	756.79	1798.37	1383.35
PB.7293.1	1400.95	712.65	183.81	188.52
PB.7293.2	1530.23	246.76	2251.89	1816.37
PB.7293.3	1405.81	337.59	551.3	475.11
PB.7294.1	37132	19717	13509	11489
PB.7295.1	790.17	321.55	29.34	42.95
PB.7295.2	1878.22	937.09	253.8	201.36
PB.7295.3	109.73	254.44	35.9	54.82
PB.7295.4	515.37	1045.1	24.37	24.88
PB.7295.5	2477.51	1522.83	245.6	202.99
PB.7296.1	1369	1603	745	668
PB.7297.1	2131.99	1705.98	552.46	515.77
PB.7298.1	198.01	121.03	95.54	106.23
PB.7299.1	2730.36	2088.64	2322.81	2017.91
PB.7299.2	3485.95	2889.51	2778.73	2825.77
PB.7299.3	431.1	226.61	286.04	238.41
PB.7299.4	2364.51	1657.68	1093.99	1058.93
PB.7299.5	59.09	62.55	27.42	28.98
PB.73.1	2114	1679	816	696
PB.730.1	1865	1711	2064	1896
PB.7300.1	45.94	96.72	211.61	88.45
PB.7300.2	4925.06	3191.28	8722.39	8601.55
PB.7301.1	1735.73	812.56	4648.83	4517.28
PB.7301.2	402.27	170.44	1445.17	1491.72
PB.7302.1	2199	1416	385	403
PB.7303.1	36940.63	18970.38	13623.61	12860.31
PB.7303.2	33541.35	20546.1	11644.21	10673.18
PB.7303.3	58467.46	37428.32	22554.36	20142.86
PB.7303.4	406.56	691.2	202.82	204.65
PB.7304.1	692.92	394.62	663.87	588.32
PB.7304.2	765.08	471.38	660.13	525.68
PB.7305.1	9902.61	7891.42	2180.83	2188.32
PB.7305.2	491.39	438.58	91.17	75.68
PB.7306.1	1750.99	1354.95	1452.12	1310.47
PB.7306.2	11.01	10.05	8.88	24.53
PB.7307.1	6342	4602	4417	4193
PB.7308.1	800.94	808.27	60.37	246.74
PB.7308.2	1855.26	971.39	1206.97	1090.21
PB.7308.3	7134.1	5419.23	3723.64	3433.88
PB.7308.4	21.17	26.71	13.51	15.47
PB.7309.1	294.02	100.22	98.05	41.77
PB.7309.2	151.88	73.44	102.91	57.56
PB.731.1	31248.82	20284.52	12746.23	12459.14
PB.731.2	207	183	76.02	75
PB.7310.1	13958.53	10190.93	16251.73	11554.62
PB.7310.2	64.71	29.19	45.27	25.86
PB.7310.3	129.03	93.61	193	102.28
PB.7310.4	779.66	360.67	248.94	1464.78
PB.7310.5	67.24	19.32	21.37	81.98
PB.7311.1	9	8	6	2
PB.7312.1	822.89	505.36	1142.03	877.88
PB.7312.2	1254.11	959.64	1599.97	1264.12
PB.7313.1	1106	233	721	713
PB.7314.1	535.56	338	423.82	355.15
PB.7314.2	199.44	165	133.18	120.85
PB.7315.1	608	478	515	476
PB.7316.1	2030	1447	4240	3887
PB.7317.1	1321	882	39	32
PB.7318.1	774	492	988	837
PB.7319.1	1719.05	1238.18	1529.66	1805.27
PB.7319.2	1529.06	1015.24	1189.91	636.62
PB.7319.3	249.89	146.58	300.43	212.1
PB.732.1	10198.46	4856.62	3172.21	3919.66
PB.732.2	112.73	60.87	33.56	46.2
PB.7320.1	6517.87	5849.45	261.6	226.8
PB.7320.2	5808.13	5895.55	221.41	216.2
PB.7321.1	850	433	283	279
PB.7322.1	1850	1076	738	708
PB.7323.1	34087	24138	21962	21365
PB.7324.1	3371.89	2031.26	2439.72	1958.87
PB.7324.2	1219.11	812.74	669.28	781.13
PB.7325.1	6721	4171	3413	3044
PB.7326.1	876	671	344	388
PB.7327.1	1681.94	1746.71	727.12	661.32
PB.7328.1	168.06	130.71	110.1	101.06
PB.7328.2	503.96	121.54	321.41	293.33
PB.7329.1	2134.07	1725.76	769.15	598.81
PB.7329.2	23.24	22.35	26.32	9.61
PB.733.1	95.09	71.58	84.86	54.83
PB.733.2	457.92	480.42	308.14	272.17
PB.7330.1	3139	1976	1793	1629
PB.7331.1	234.93	258.45	119.32	289.38
PB.7331.2	8253.19	6162.33	4517.92	4207.74
PB.7331.3	112.88	117.22	88.77	60.88
